"Column Name","Label"
"S0501_C05_075E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C05_075M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C01_076E","Total!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C01_076M","Total!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C02_076E","Native!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C02_076M","Native!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C03_076E","Foreign born!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C03_076M","Foreign born!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C04_076E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C04_076M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C05_076E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C05_076M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S0501_C01_077E","Total!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S0501_C01_077M","Total!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S0501_C02_077E","Native!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S0501_C02_077M","Native!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S0501_C03_077E","Foreign born!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S0501_C03_077M","Foreign born!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S0501_C04_077E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S0501_C04_077M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S0501_C05_077E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S0501_C05_077M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S0501_C01_078E","Total!!Estimate!!INDUSTRY!!Public administration"
"S0501_C01_078M","Total!!Margin of Error!!INDUSTRY!!Public administration"
"S0501_C02_078E","Native!!Estimate!!INDUSTRY!!Public administration"
"S0501_C02_078M","Native!!Margin of Error!!INDUSTRY!!Public administration"
"S0501_C03_078E","Foreign born!!Estimate!!INDUSTRY!!Public administration"
"S0501_C03_078M","Foreign born!!Margin of Error!!INDUSTRY!!Public administration"
"S0501_C04_078E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Public administration"
"S0501_C04_078M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Public administration"
"S0501_C05_078E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Public administration"
"S0501_C05_078M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Public administration"
"S0501_C01_079E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C01_079M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C02_079E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C02_079M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C03_079E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C03_079M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C04_079E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C04_079M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C05_079E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C05_079M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings"
"S0501_C01_080E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C01_080M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C02_080E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C02_080M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C03_080E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C03_080M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C04_080E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C04_080M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C05_080E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C05_080M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss"
"S0501_C01_081E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C01_081M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C02_081E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C02_081M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C03_081E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C03_081M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C04_081E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C04_081M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C05_081E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C05_081M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999"
"S0501_C01_082E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C01_082M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C02_082E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C02_082M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C03_082E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C03_082M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C04_082E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C04_082M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C05_082E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C05_082M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999"
"S0501_C01_083E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C01_083M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C02_083E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C02_083M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C03_083E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C03_083M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C04_083E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C04_083M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C05_083E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C05_083M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999"
"S0501_C01_084E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C01_084M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C02_084E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C02_084M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C03_084E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C03_084M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C04_084E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C04_084M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C05_084E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C05_084M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999"
"S0501_C01_085E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C01_085M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C02_085E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C02_085M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C03_085E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C03_085M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C04_085E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C04_085M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C05_085E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C05_085M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999"
"S0501_C01_086E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C01_086M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C02_086E","Native!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C02_086M","Native!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C03_086E","Foreign born!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C03_086M","Foreign born!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C04_086E","Foreign born; Naturalized citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C04_086M","Foreign born; Naturalized citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C05_086E","Foreign born; Not a U.S. citizen!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C05_086M","Foreign born; Not a U.S. citizen!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more"
"S0501_C01_087E","Total!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C01_087M","Total!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C02_087E","Native!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C02_087M","Native!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C03_087E","Foreign born!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C03_087M","Foreign born!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C04_087E","Foreign born; Naturalized citizen!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C04_087M","Foreign born; Naturalized citizen!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C05_087E","Foreign born; Not a U.S. citizen!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C05_087M","Foreign born; Not a U.S. citizen!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Male"
"S0501_C01_088E","Total!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C01_088M","Total!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C02_088E","Native!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C02_088M","Native!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C03_088E","Foreign born!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C03_088M","Foreign born!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C04_088E","Foreign born; Naturalized citizen!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C04_088M","Foreign born; Naturalized citizen!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C05_088E","Foreign born; Not a U.S. citizen!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C05_088M","Foreign born; Not a U.S. citizen!!Margin of Error!!Median earnings (dollars) for full-time, year-round workers!!Female"
"S0501_C01_089E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C01_089M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C02_089E","Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C02_089M","Native!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C03_089E","Foreign born!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C03_089M","Foreign born!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C04_089E","Foreign born; Naturalized citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C04_089M","Foreign born; Naturalized citizen!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C05_089E","Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C05_089M","Foreign born; Not a U.S. citizen!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households"
"S0501_C01_090E","Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0501_C01_090M","Total!!Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
"S0501_C02_090E","Native!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings"
